ID;Tipo;Título;Asignado a;Padre;Estado;Área;Tags;Iteración;Última modificación;Fec Creado;Fec Activado;Fec Resuelto;Fec Cerrado;Puntos Historia;Estimación;Resolved reason;Prioridad;Severidad
53777;Spike;Onboarding Juan Camilo Alvarez;Juan C. Alvarez;53734;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;10/03/2026 13:35:46;24/02/2026 13:22:12;24/02/2026 15:25:04;;02/03/2026 13:37:36;;;;;
53793;Task;Revisión material onboarding parte 1;Juan C. Alvarez;53777;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;25/02/2026 16:31:39;24/02/2026 15:23:42;24/02/2026 15:25:01;;25/02/2026 16:31:39;;7.0;;2;
53794;Task;Revisión material onboarding parte 2;Juan C. Alvarez;53777;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;27/02/2026 20:51:16;24/02/2026 15:24:21;25/02/2026 16:31:44;;27/02/2026 20:51:16;;7.0;;2;
53795;Task;Reunión de revisión práctica y de dudas;Juan C. Alvarez;53777;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;27/02/2026 20:51:26;24/02/2026 15:24:52;;;27/02/2026 20:51:26;;2.0;;2;
53963;User Story;QA Realizar pruebas Atlas;george.quintero;;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:51:53;26/02/2026 19:10:52;06/03/2026 14:36:51;10/03/2026 23:51:53;10/03/2026 23:51:53;;;;1;
53964;Task;Design TestCase;george.quintero;53963;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;04/03/2026 19:31:47;26/02/2026 19:18:26;26/02/2026 19:20:38;;04/03/2026 19:31:47;;;;2;
53965;Task;Test Execution Function Enviroment QA;george.quintero;53963;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:27:03;26/02/2026 19:18:57;03/03/2026 15:36:51;;10/03/2026 23:27:03;;;;2;
53966;Task;Certification Enviroment QA;george.quintero;53963;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:50:35;26/02/2026 19:20:24;;;10/03/2026 23:48:42;;;;2;
53989;Task;Diagramas de flujo;Daniel Viloria;53071;Active;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\SPR-2025-4.6;27/02/2026 18:30:59;27/02/2026 18:30:49;27/02/2026 18:30:59;;;;8.0;;2;
54031;User Story;Documentación, entrega procesos arquitectura y QA realizada por Daniel/Miguel/George;Juan Pablo Alvarez;;Paused;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-2;25/03/2026 14:35:17;02/03/2026 14:40:56;11/03/2026 14:34:34;;;;;;1;
54032;Task;QA;george.quintero;53079;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;02/03/2026 14:42:09;02/03/2026 14:41:41;;;;;;;2;
54033;Task;QA;george.quintero;53497;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;02/03/2026 14:42:19;02/03/2026 14:41:47;;;;;;;2;
54035;Task;QA;george.quintero;53501;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-2;27/03/2026 15:03:03;02/03/2026 14:41:53;;;;;;;2;
54082;User Story;Retroceder Expedientes - Palmira Predial Unificado TK 4353;Hernán Gutierrez;;Closed;SILIN\Squad - Migracion;"Ana Ospina; Gabriel Castro";SILIN\Iteration-2026-2;30/03/2026 13:39:47;03/03/2026 14:12:13;19/03/2026 13:35:22;20/03/2026 15:04:36;30/03/2026 13:39:47;;;;1;
54084;User Story;Circulación y Tránsito [ETLF+QA] 1ra Disponibilización de datos del tributo Expedientes y Deuda;Lili Valencia;53695;Closed;SILIN\Squad - Migracion;"Alejandro Remolina; George Quintero; Marisleidys Mora; Palmira";SILIN\Iteration-2026-4;27/04/2026 16:41:03;03/03/2026 15:21:47;20/04/2026 14:54:56;;23/04/2026 13:56:42;;;;1;
54085;Feature;Migración - Palmira Predial LO 2024;Alison Urbano;53473;Active;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;13/03/2026 21:07:59;03/03/2026 15:40:19;13/03/2026 21:07:59;;;;;;2;
54086;User Story;[Palmira Predial][ETFL] Exploración de disponibilización de datos del tributo Predial;Lili Valencia;54085;Closed;SILIN\Squad - Migracion;"Erikson Sanchez; Palmira";SILIN\Iteration-2026-2;17/03/2026 13:40:07;03/03/2026 15:46:16;;;17/03/2026 13:40:07;;;;1;
54087;User Story;Palmira Predial [ETFL+QAC] 1ra Disponibilización de datos del tributo Predial - Expedientes y Deuda - Coleccion 18 marzo;Lili Valencia;54085;Paused;SILIN\Squad - Migracion;"Alejandro Remolina; Anatoly Cerchiaro; Palmira";SILIN\Iteration-2026-5;04/05/2026 16:09:23;03/03/2026 15:47:24;27/04/2026 13:55:41;;;;;;1;
54136;User Story;Palmira Predial - [ETLF] Desarrollo ETL Deuda de Predial;jose.herrera;54085;Closed;SILIN\Squad - Migracion;"Juan Camilo Alvarez; Palmira";SILIN\Iteration-2026-2;30/03/2026 13:40:26;04/03/2026 15:07:02;24/03/2026 13:35:11;24/03/2026 13:35:21;24/03/2026 13:35:21;5.0;;;1;
54137;User Story;Palmira Predial [ETLF+QA] Migración de Deuda del tributo Predial - Colección 18 marzo;jose.herrera;54085;Paused;SILIN\Squad - Migracion;"Juan Camilo Alvarez; Palmira";SILIN\Iteration-2026-5;04/05/2026 16:09:43;04/03/2026 15:08:27;27/04/2026 13:55:48;;;2.0;;;1;
54138;User Story;Palmira Predial [SILIN+QA]   Disponibilización deuda y títulos ejecutivos del tributo - colección 18 marzo;Jesus Gabriel Castro Villegas;54085;QA Certification;SILIN\Squad - Migracion;"Gabriel Castro; George Quintero; Marisleidys Mora; Palmira";SILIN\Iteration-2026-5;29/04/2026 13:15:59;04/03/2026 15:18:00;23/04/2026 13:54:23;;;;;;1;
54139;User Story;Palmira Predial [SILIN+QA] Disponibilización de expedientes del tributo colección 18 marzo;Jesus Gabriel Castro Villegas;54085;Ready;SILIN\Squad - Migracion;"Gabriel Castro; George Quintero; Palmira";SILIN\Iteration-2026-5;05/05/2026 13:50:50;04/03/2026 15:21:24;;;;;;;1;
54141;User Story;Palmira Predial - [ETFL] Migrar docs expedientes a bucket S3 y bucket backend SILIN;Alejandro Remolina;54085;Paused;SILIN\Squad - Migracion;"Alejandro Remolina; Palmira";SILIN\Iteration-2026-5;27/04/2026 13:55:06;04/03/2026 15:49:48;19/03/2026 13:45:15;;;;;;1;
54142;Enabler Story;Palmira Predial - [ETFL] Disponibilizar docs a SILIN;Alejandro Remolina;54085;Refinement;SILIN\Squad - Migracion;"Documentos; Palmira";SILIN\Iteration-2026-5;27/04/2026 13:55:06;04/03/2026 15:52:44;;;;;;;;
54146;Test Case;T-[BE][HP] Carga del paquete de documentos de prueba;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:20:30;04/03/2026 19:15:20;04/03/2026 19:15:20;;10/03/2026 23:20:30;;;;2;
54147;Test Case;T-[BE][HP] Visualización de documentos cargados;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:21:20;04/03/2026 19:16:16;04/03/2026 19:16:16;;10/03/2026 23:21:20;;;;2;
54148;Test Case;T-[BE][HP] Procesamiento de documentos aplicando Prompt de extracción;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:20:50;04/03/2026 19:17:13;04/03/2026 19:17:13;;10/03/2026 23:20:50;;;;2;
54149;Test Case;T-[BE][HP] Generación de resultados de extracción;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:20:34;04/03/2026 19:17:57;04/03/2026 19:17:57;;10/03/2026 23:20:34;;;;2;
54150;Test Case;T-[BE][HP] Visualización de campos definidos por el prompt;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:21:16;04/03/2026 19:22:40;04/03/2026 19:22:40;;10/03/2026 23:21:16;;;;2;
54151;Test Case;T-[BE][HP] Validación de precisión de datos extraídos;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:21:12;04/03/2026 19:24:25;04/03/2026 19:24:25;;10/03/2026 23:21:12;;;;2;
54152;Test Case;T-[BE][HP] Validación de categorización de documentos;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:21:03;04/03/2026 19:26:41;04/03/2026 19:26:41;;10/03/2026 23:21:03;;;;2;
54153;Test Case;T-[BE][HP] Manejo de formato de archivo no soportado;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:20:39;04/03/2026 19:27:24;04/03/2026 19:27:24;;10/03/2026 23:20:39;;;;2;
54154;Test Case;T-[BE][HP] Prevención de extracción con archivo no válido;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:20:45;04/03/2026 19:29:26;04/03/2026 19:29:26;;10/03/2026 23:20:45;;;;2;
54155;Test Case;T-[BE][HP] Validación de paquete vacío;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:21:07;04/03/2026 19:30:13;04/03/2026 19:30:13;;10/03/2026 23:21:07;;;;2;
54156;Test Case;T-[BE][HP] Procesamiento de múltiples documentos;george.quintero;53964;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:20:56;04/03/2026 19:31:27;04/03/2026 19:31:27;;10/03/2026 23:20:56;;;;2;
54196;Bug;Errores en el proceso de extracción .;Miguel Galvez;53963;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;10/03/2026 23:47:28;05/03/2026 13:50:16;05/03/2026 21:43:55;10/03/2026 23:47:28;10/03/2026 23:47:28;;;Fixed and verified;2;3 - Medium
54211;Task;Ejecución de migración;jose.herrera;47083;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;28/04/2026 13:47:30;05/03/2026 19:37:41;;;28/04/2026 13:47:30;;;;2;
54212;Task;Pruebas datos;jose.herrera;47083;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;28/04/2026 13:47:31;05/03/2026 19:37:51;;;28/04/2026 13:47:31;;;;2;
54213;Task;Entrega a QA;jose.herrera;47083;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;28/04/2026 13:47:32;05/03/2026 19:37:59;;;28/04/2026 13:47:32;;;;2;
54225;Task;Validaciones Calidad de los datos en las Matrices;Lili Valencia;54086;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;17/03/2026 13:39:34;05/03/2026 20:45:30;16/03/2026 21:59:04;;17/03/2026 13:39:34;;8.0;;2;
54228;Task;Análisis Exploratorio y transformación de Matrices;Lili Valencia;54086;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;17/03/2026 13:38:15;05/03/2026 20:47:22;16/03/2026 22:00:13;;17/03/2026 13:38:15;;8.0;;2;
54239;Task;Revision formato de datos y calidad de los datos de la matriz de entrada (EDA).;Lili Valencia;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 21:46:50;05/03/2026 21:49:04;16/03/2026 21:40:21;;16/03/2026 21:46:50;;8.0;;2;
54240;Task;Configuracion de rama standar para migracion;Lili Valencia;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 21:46:52;05/03/2026 21:51:10;16/03/2026 21:38:40;;16/03/2026 21:46:52;;8.0;;2;
54242;Task;Revision de dependencia flujo de migracion CyT;erikson.sanchez;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 21:46:55;05/03/2026 21:52:13;16/03/2026 21:45:21;;16/03/2026 21:46:55;;8.0;;2;
54243;Task;Validacion de archivo de homolaciones y orden de actividades;erikson.sanchez;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 21:46:58;05/03/2026 21:52:37;16/03/2026 21:41:29;;16/03/2026 21:46:58;;4.0;;2;
54244;Task;Analisis de data en S3 para migracion CyT palmira;Lili Valencia;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 21:47:02;05/03/2026 21:52:54;16/03/2026 21:44:08;;16/03/2026 21:47:02;;4.0;;2;
54245;Task;Validacion de ajustes en scripts para calculo de vigencia;erikson.sanchez;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 21:47:04;05/03/2026 21:53:14;16/03/2026 21:42:57;;16/03/2026 21:47:04;;4.0;;2;
54282;Task;Validacion de campos nuevos en deuda;Hernán Gutierrez;47399;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 13:44:42;06/03/2026 12:32:06;;;;;7.0;;2;
54283;Task;Ejecucion script de insercion en ambientes previos;Jesus Gabriel Castro Villegas;47399;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 13:44:42;06/03/2026 12:32:36;;;;;7.0;;2;
54284;Task;Resolucion de incidencias;Jesus Gabriel Castro Villegas;47399;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 13:44:42;06/03/2026 12:32:51;;;;;7.0;;2;
54285;Task;Ejecucion de insercion en bd en ambientes previos;Jesus Gabriel Castro Villegas;47290;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 13:44:52;06/03/2026 12:33:17;;;;;7.0;;2;
54286;Task;Resolucion de incidencias;Hernán Gutierrez;47290;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 13:44:52;06/03/2026 12:33:25;;;;;7.0;;2;
54287;Task;Ejecucion de script en ambientes previos;Hernán Gutierrez;47402;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 20:13:31;06/03/2026 12:33:39;;;16/03/2026 20:13:31;;7.0;;2;
54293;Task;Diseño de Casos de Prueba;george.quintero;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-4;22/04/2026 13:50:18;06/03/2026 14:18:09;;;22/04/2026 13:50:18;;;;2;
54294;Test Case;T-[BE][HP] Completitud de Datos;ana.ospina;54293;Design;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;06/03/2026 14:26:32;06/03/2026 14:26:32;06/03/2026 14:26:32;;;;;;2;
54295;Test Case;T-[BE][HP] Validar que no existen Registros duplicados;ana.ospina;54293;Design;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;06/03/2026 14:28:57;06/03/2026 14:28:57;06/03/2026 14:28:57;;;;;;2;
54296;Test Case;T-[BE][HP]  Validar relación entre Expedientes - Títulos Ejecutivos y Deuda;ana.ospina;54293;Design;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;06/03/2026 14:35:00;06/03/2026 14:35:00;06/03/2026 14:35:00;;;;;;2;
54297;Test Case;T-[BE][HP] Validar exactitud de monto total;ana.ospina;54293;Design;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;06/03/2026 14:37:34;06/03/2026 14:37:34;06/03/2026 14:37:34;;;;;;2;
54298;Test Case;T-[BE][HP] Validar formato correcto de fechas;ana.ospina;54293;Design;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;06/03/2026 14:39:08;06/03/2026 14:39:08;06/03/2026 14:39:08;;;;;;2;
54299;Test Case;T-[BE][HP] Validación de campos no nulos;ana.ospina;54293;Design;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;06/03/2026 14:40:34;06/03/2026 14:40:34;06/03/2026 14:40:34;;;;;;2;
54308;Task;Diseño de Casos de Prueba;ana.ospina;;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 13:44:10;06/03/2026 15:36:32;;;;;;;2;
54318;User Story;Ajustes y Exportación BD matrices a Excel;Daniel Viloria;;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-2;25/03/2026 19:57:04;06/03/2026 17:48:03;10/03/2026 17:05:47;;24/03/2026 15:55:09;;;;1;
54416;Enabler Story;Despliegues en AWS;Alejandro Remolina;;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-1;16/03/2026 14:02:31;10/03/2026 13:40:32;;;16/03/2026 13:39:16;;;;;
54463;Task;Lógica e implementación nuevo modelo base de datos;Miguel Galvez;53079;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;11/03/2026 14:33:42;11/03/2026 14:32:55;;;11/03/2026 14:33:42;;;;2;
54464;Task;Creación backend (crud);Miguel Galvez;53497;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;11/03/2026 14:36:50;11/03/2026 14:35:19;;;11/03/2026 14:36:50;;;;2;
54465;Task;Creación frontend (según diseño figma);Miguel Galvez;53497;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;11/03/2026 14:36:57;11/03/2026 14:35:42;;;11/03/2026 14:36:57;;;;2;
54466;Task;Conexión y comunicacion (frontend y backend);Miguel Galvez;53497;Closed;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-1;11/03/2026 14:36:43;11/03/2026 14:36:10;;;11/03/2026 14:36:43;;;;2;
54545;Task;Revision de expedientes listados;Hernán Gutierrez;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;16/03/2026 14:49:55;16/03/2026 14:39:01;;;16/03/2026 14:49:55;;;;2;
54546;Task;Ejecucion de script de eliminacion de actividades en ambientes previos;Hernán Gutierrez;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 21:06:25;16/03/2026 14:39:29;16/03/2026 14:49:57;;19/03/2026 21:06:25;;;;2;
54547;Task;Ejecucion de script de eliminacion de actividades en produccion;Hernán Gutierrez;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;20/03/2026 15:02:54;16/03/2026 14:39:44;19/03/2026 21:06:27;;20/03/2026 15:02:54;;;;2;
54647;Task;Ejecutar migracion deuda;erikson.sanchez;54087;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;26/03/2026 17:46:14;16/03/2026 22:14:48;17/03/2026 13:36:59;;24/03/2026 15:29:20;;8.0;;2;
54648;Task;Ejecutar migracion expedientes;erikson.sanchez;54087;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 15:29:22;16/03/2026 22:15:18;17/03/2026 13:37:08;;24/03/2026 15:29:22;;8.0;;2;
54651;Task;Ejecucion de script en ambientes previos;Jesus Gabriel Castro Villegas;54138;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-5;28/04/2026 13:50:27;17/03/2026 13:32:01;25/03/2026 22:32:33;;28/04/2026 13:50:27;;;;2;
54653;Task;Ejecucion de script de insercion en ambientes previos;Jesus Gabriel Castro Villegas;54139;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;17/03/2026 13:34:25;17/03/2026 13:33:29;;;;;;;2;
54654;Task;Resolucion de incidencias;Hernán Gutierrez;54139;New;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;17/03/2026 13:34:32;17/03/2026 13:33:35;;;;;;;2;
54655;Task;Diseño de Casos de Pruebas;ana.ospina;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 20:54:36;17/03/2026 13:37:23;17/03/2026 16:13:11;;19/03/2026 20:54:36;;;;2;
54656;Task;Ejecución Pruebas Ambiente QA;ana.ospina;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 20:55:58;17/03/2026 13:37:52;17/03/2026 18:40:47;;19/03/2026 20:55:58;;;;2;
54657;Task;Ejecución Pruebas Ambiente Staging;ana.ospina;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 21:01:00;17/03/2026 13:38:19;17/03/2026 18:40:57;;19/03/2026 21:01:00;;;;2;
54658;Task;Certificación ambiente QA;ana.ospina;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 21:02:40;17/03/2026 13:38:44;;;19/03/2026 21:02:40;;;;2;
54659;Task;Certificación ambiente Staging;ana.ospina;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 21:03:24;17/03/2026 13:39:14;;;19/03/2026 21:03:24;;;;2;
54672;Test Case;T-[FE][HP] Retroceso exitoso — la etapa cambia de Cobro Coactivo a Determinación;ana.ospina;54655;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 20:54:29;17/03/2026 14:19:14;17/03/2026 14:19:14;;19/03/2026 20:54:29;;;;2;
54673;Test Case;T-[FE][HP] Verificación del conteo exacto: 510 expedientes en estado Correcto;ana.ospina;54655;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 20:54:48;17/03/2026 14:23:33;17/03/2026 14:23:33;;19/03/2026 20:54:48;;;;2;
54675;Test Case;T-[FE][HP] Verificar la  Eliminación de documentos SILIN tras retroceso de expedientes;ana.ospina;54655;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 20:54:54;17/03/2026 14:28:23;17/03/2026 14:28:23;;19/03/2026 20:54:54;;;;2;
54680;Test Case;"T-[FE][HP] Verificar Persistencia de documentos migrados en Proceso de ""Determinación""";ana.ospina;54655;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 20:55:00;17/03/2026 14:34:52;17/03/2026 14:34:52;;19/03/2026 20:55:00;;;;2;
54685;Bug;"Exp 0785863 presenta ultima actividad migrada en ""Mandamiento de Pago""";Luis Angel Vargas Narvaez;54082;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;19/03/2026 20:57:42;17/03/2026 16:58:40;19/03/2026 13:23:36;19/03/2026 20:57:42;19/03/2026 20:57:42;;;Fixed and verified;2;3 - Medium
54687;Task;Diseño de Casos de Prueba;ana.ospina;54087;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:39:37;17/03/2026 18:51:42;;;24/03/2026 13:39:37;;;;2;
54688;Task;Ejecución Pruebas;ana.ospina;54087;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 14:07:46;17/03/2026 18:52:12;;;24/03/2026 14:07:46;;;;2;
54689;Test Case;T-[BE][HP]  Validar relación entre Expedientes - Títulos Ejecutivos y Deuda;ana.ospina;54687;Design;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;17/03/2026 18:53:16;17/03/2026 18:53:16;17/03/2026 18:53:16;;;;;;2;
54690;Test Case;T-[BE][HP] Completitud de Datos;ana.ospina;54687;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:36:15;17/03/2026 18:53:49;17/03/2026 18:53:49;;24/03/2026 13:36:15;;;;2;
54691;Test Case;T-[BE][HP] Validación de campos no nulos;ana.ospina;54687;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:36:22;17/03/2026 18:54:09;17/03/2026 18:54:09;;24/03/2026 13:36:22;;;;2;
54692;Test Case;T-[BE][HP] Validar exactitud de monto total;ana.ospina;54687;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:36:48;17/03/2026 18:54:34;17/03/2026 18:54:34;;24/03/2026 13:36:48;;;;2;
54693;Test Case;T-[BE][HP] Validar formato correcto de fechas;ana.ospina;54687;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:39:20;17/03/2026 18:54:55;17/03/2026 18:54:55;;24/03/2026 13:39:20;;;;2;
54694;Test Case;T-[BE][HP] Validar que no existen Registros duplicados;ana.ospina;54687;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:39:29;17/03/2026 18:55:18;17/03/2026 18:55:18;;24/03/2026 13:39:29;;;;2;
54695;Task;Ejecución de Pruebas;george.quintero;54084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-5;27/04/2026 14:05:14;17/03/2026 18:56:22;;;27/04/2026 14:05:14;;;;2;
54735;User Story;15 | Control de Versiones y Rollback | 2;Miguel Galvez;53311;Active;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-2;27/03/2026 15:11:54;18/03/2026 16:38:04;27/03/2026 15:11:54;;;;;;1;
54736;User Story;Despliegue y migración a Entornos (Dev/QA);Miguel Galvez;53537;Active;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-2;25/03/2026 14:29:28;18/03/2026 16:41:16;25/03/2026 14:29:28;;;;;;1;
54738;User Story;18 | Conector URL Google Drive | 1.5;Miguel Galvez;53537;New;SILIN\Squad IE - Migracion-Punta a Punta Parte 1;;SILIN\Iteration-2026-2;18/03/2026 19:20:25;18/03/2026 18:46:51;;;;;;;1;
54763;Task;Ejecucion migracion;jose.herrera;54137;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:42:00;19/03/2026 13:38:23;;;24/03/2026 13:34:31;;;;2;
54764;Task;Prueba datos;jose.herrera;54137;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;25/03/2026 12:41:56;19/03/2026 13:38:28;;;25/03/2026 12:41:56;;;;2;
54765;Task;Entrega a QA;jose.herrera;54137;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;27/03/2026 13:35:00;19/03/2026 13:38:33;;;27/03/2026 13:35:00;;;;2;
54766;Task;desarrollo;jose.herrera;54136;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:34:39;19/03/2026 13:39:49;;;20/03/2026 13:35:54;;;;2;
54767;Task;pruebas unitarias;jose.herrera;54136;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:34:44;19/03/2026 13:39:57;;;24/03/2026 13:34:18;;;;2;
54768;Task;desarrollo;jose.herrera;47084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;28/04/2026 13:47:23;19/03/2026 13:40:25;;;28/04/2026 13:47:23;;;;2;
54769;Task;pruebas unitarias;jose.herrera;47084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;28/04/2026 13:47:21;19/03/2026 13:40:29;;;28/04/2026 13:47:21;;;;2;
54770;Task;prueba punta a punta;jose.herrera;54136;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;24/03/2026 13:34:50;19/03/2026 13:40:43;;;24/03/2026 13:34:22;;;;2;
54771;Task;prueba punta a punta;jose.herrera;47084;Closed;SILIN\Squad - Migracion;;SILIN\Iteration-2026-2;28/04/2026 13:47:22;19/03/2026 13:40:57;;;28/04/2026 13:47:22;;;;2;
